query_url,keywords,close_url,usefulness,rank_usefulness,label_usefulness
https://github.com/square/javapoet/issues/774,nameallocator replace ignorable chars in:title,
https://github.com/square/javapoet/issues/774,nameallocator replace ignorable chars,
